,date,name,type,finishers,location
14432,Aug/30/2014,La Chute du Diable,50 Miles,22 finishers,"Montreal, QC"
14433,Aug/30/2014,Tantalus Triple Trek,30 Miles,42 finishers,"Oahu, HI"
14434,Aug/30/2014,Three Corner Rock PCT 50K (Bunker to Bonneville),50 KM,62 finishers,"Carson, WA"
14435,Aug/27/2014,Burning Man Ultra,50 KM,145 finishers,"Black Rock City, NV"
14436,Aug/26/2014,Steep Camp (Silverton 1000),144 Hours,10 finishers,"Silverton, CO"
14437,Aug/26/2014,Steep Camp (Silverton 1000),72 Hours,18 finishers,"Silverton, CO"
14438,Aug/26/2014,Steep Camp (Silverton 1000),48 Hours,8 finishers,"Silverton, CO"
14439,Aug/26/2014,Steep Camp (Silverton 1000),24 Hours,7 finishers,"Silverton, CO"
14440,Aug/26/2014,Steep Camp (Silverton 1000),100 Miles,2 finishers,"Silverton, CO"
14441,Aug/24/2014,Chilco Peaks 25k & 50K,50 KM,8 finishers,"Athol, ID"
14442,Aug/23/2014,Headwaters Trail Runs,56 KM,55 finishers,"Mount Shasta, CA"
14443,Aug/23/2014,Coldwater Mountain 50 Mile / 50K / Half Marathon,50 Miles,11 finishers,"Anniston, AL"
14444,Aug/23/2014,Coldwater Mountain 50 Mile / 50K / Half Marathon,50 KM,23 finishers,"Anniston, AL"
14445,Aug/23/2014,Painful Elimination,Backyard,3 finishers,"Hudson, IL"
14446,Aug/23/2014,The North Country Run,50 Miles,67 finishers,"Grand Rapids, MI"
14447,Aug/23/2014,"Moebius - Green, Monster Trail",50 KM,49 finishers,"Aurora, OH"
14448,Aug/23/2014,Mystery Ranch Ultra Marathons,50 KM,35 finishers,"PONY, MT"
14449,Aug/23/2014,Tamalpa Headlands 50K,50 KM,187 finishers,"Muir Beach, CA"
14450,Aug/23/2014,Bulldog 50K Ultra Run & 25K Trail Run,50 KM,175 finishers,"Calabasas, CA"
14451,Aug/23/2014,Cascade Crest,100 Miles,105 finishers,"Easton, WA"
14452,Aug/23/2014,Silverton Alpine,50 KM,20 finishers,"Silverton, CO"
14453,Aug/23/2014,Devil Mountain,50 KM,48 finishers,"Pagosa Springs, CO"
14454,Aug/23/2014,Devil Mountain,50 Miles,37 finishers,"Pagosa Springs, CO"
14455,Aug/23/2014,Baker Trail UltraChallenge,50 Miles,54 finishers,"Pittsburgh, PA"
14456,Aug/23/2014,Lean Horse,50 KM,28 finishers,"Custer, SD"
14457,Aug/23/2014,Lean Horse,50 Miles,28 finishers,"Custer, SD"
14458,Aug/23/2014,Lean Horse,100 Miles,39 finishers,"Custer, SD"
14459,Aug/23/2014,Green Lakes Endurance Runs,50 KM,101 finishers,"Fayetteville, NY"
14460,Aug/23/2014,Green Lakes Endurance Runs,100 KM,19 finishers,"Fayetteville, NY"
14461,Aug/22/2014,Rampage the Roots,100 Miles,5 finishers,"Pony, MT"
14462,Aug/22/2014,Rampage the Roots,50 KM,35 finishers,"Pony, MT"
14463,Aug/17/2014,Marlette 50K and 10 Miler,50 KM,44 finishers,"Spooner Lake, NV"
14464,Aug/17/2014,Anchorage Run Fest,49 KM,93 finishers,"Anchorage, AK"
14465,Aug/17/2014,Hampshire 100,50 Miles,7 finishers,"Greenfield, NH"
14466,Aug/17/2014,Hampshire 100,100 KM,19 finishers,"Greenfield, NH"
14467,Aug/17/2014,Run on the Sly,50 KM,69 finishers,"Pollock Pines, CA"
14468,Aug/17/2014,Turkey Swamp,50 KM,16 finishers,"Freehold, NJ"
14469,Aug/16/2014,Eastern States 100,100 Miles,72 finishers,"Waterville, PA"
14470,Aug/16/2014,Gamelands Ultra,50 KM,50 finishers,"Wagram, NC"
14471,Aug/16/2014,Nine Trails 35 Mile Endurance Run,35 Miles,43 finishers,"Santa Barbara, CA"
14472,Aug/16/2014,Redwood Trail Run (Cinderella Trail - Summer),50 KM,26 finishers,"Oakland, CA"
14473,Aug/16/2014,TARC Summer Classic,50 Miles,12 finishers,"Medfield, MA"
14474,Aug/16/2014,TARC Summer Classic,50 KM,61 finishers,"Medfield, MA"
14475,Aug/16/2014,Run-de-Vous,50 Miles,17 finishers,"San Martin, CA"
14476,Aug/16/2014,Run-de-Vous,100 Miles,20 finishers,"San Martin, CA"
14477,Aug/16/2014,Run-de-Vous,50 KM,30 finishers,"San Martin, CA"
14478,Aug/16/2014,Run-de-Vous,100 KM,19 finishers,"San Martin, CA"
14479,Aug/16/2014,Tick Tock Ultra,12 Hours,72 finishers,"Lakeland, FL"
14480,Aug/16/2014,Hamster Endurance Runs,24 Hours,8 finishers,"Bellingham, WA"
14481,Aug/16/2014,Hamster Endurance Runs,12 Hours,23 finishers,"Bellingham, WA"
14482,Aug/16/2014,Hamster Endurance Runs,6 Hours,3 finishers,"Bellingham, WA"
14483,Aug/16/2014,The North Face Grand Traverse Mountain Run,40 Miles,89 finishers,"Crested Butte, CO"
14484,Aug/16/2014,Squamish 50,50 KM,208 finishers,"Squamish, BC"
14485,Aug/16/2014,Squamish 50,50 Miles,199 finishers,"Squamish, BC"
14486,Aug/16/2014,Parsippany,12 Hours,17 finishers,"Parsippany, NJ"
14487,Aug/16/2014,Hypnosis Night Runs,60 KM,17 finishers,"Goodyear, AZ"
14488,Aug/16/2014,Leadville Trail,100 Miles,354 finishers,"Leadville, CO"
14489,Aug/16/2014,Waldo 100K,100 KM,107 finishers,"Oakridge, OR"
14490,Aug/16/2014,Marquette Trail 50,50 KM,77 finishers,"Marquette, MI"
14491,Aug/16/2014,Marquette Trail 50,50 Miles,45 finishers,"Marquette, MI"
14492,Aug/16/2014,Iron Legs Mountain Races,50 Miles,61 finishers,"Station Flats, AB"
14493,Aug/16/2014,Iron Legs Mountain Races,60 KM,20 finishers,"Station Flats, AB"
14494,Aug/15/2014,Fat Dog 120,30 Miles,29 finishers,"Manning Park, BC"
14495,Aug/15/2014,Fat Dog 120,50 Miles,34 finishers,"Manning Park, BC"
14496,Aug/15/2014,Fat Dog 120,70 Miles,21 finishers,"Manning Park, BC"
14497,Aug/15/2014,Fat Dog 120,120 Miles,84 finishers,"Manning Park, BC"
14498,Aug/10/2014,E.T. Full Moon Midnight,51 KM,53 finishers,"Rachel, NV"
14499,Aug/10/2014,Transcendence Ultra,12 Hours,30 finishers,"Olympia, WA"
14500,Aug/10/2014,Catskill Mountain 100K,100 KM,6 finishers,"Phoenicia, NY"
14501,Aug/09/2014,The Nifty Fifty,50 KM,14 finishers,"Juneau, AK"
14502,Aug/09/2014,MD Heat Trail Race,50 KM,21 finishers,"Elkridge, MD"
14503,Aug/09/2014,Sweltering Summer Ultra and Marathon,8 Hours,26 finishers,"Pittsfield, MA"
14504,Aug/09/2014,Telluride Mountain Run,38 Miles,56 finishers,"Telluride, CO"
14505,Aug/09/2014,Cool Moon Trail Races,100 Miles,5 finishers,"Cool, CA"
14506,Aug/09/2014,Cool Moon Trail Races,50 Miles,20 finishers,"Cool, CA"
14507,Aug/09/2014,The Badlands Trail Run,50 KM,14 finishers,"Medora, ND"
14508,Aug/09/2014,The Badlands Trail Run,50 Miles,3 finishers,"Medora, ND"
14509,Aug/09/2014,Martha Moats Baker Memorial 50Km,50 KM,33 finishers,"Wild Oak Trail Trailhead, VA"
14510,Aug/09/2014,El Vaquero Loco,50 KM,104 finishers,"Afton, WY"
14511,Aug/09/2014,Laurel Valley,35 Miles,32 finishers,"Rocky Bottom, SC"
14512,Aug/09/2014,Beast of Burden - Summer,50 Miles,42 finishers,"Lockport, NY"
14513,Aug/09/2014,Beast of Burden - Summer,100 Miles,40 finishers,"Lockport, NY"
14514,Aug/09/2014,Howl at the Moon 8 Hour,8 Hours,210 finishers,"Danville, IL"
14515,Aug/09/2014,Crystal Springs - Summer,50 KM,49 finishers,"Woodside, CA"
14516,Aug/09/2014,Kanawha Trace trail Runs,50 KM,53 finishers,"Oma, WV"
14517,Aug/09/2014,H9 Dragon,50 Miles,13 finishers,"Blairsville, GA"
14518,Aug/09/2014,Potato Creek Trail Runs,60 KM,30 finishers,"North Liberty, IN"
14519,Aug/09/2014,Capt'n Karl's Colorado Bend,60 KM,71 finishers,"Lampasas, TX"
14520,Aug/09/2014,Wildcat Ridge Romp,50 Miles,7 finishers,"Rockaway, NJ"
14521,Aug/09/2014,Wildcat Ridge Romp,50 KM,48 finishers,"Rockaway, NJ"
14522,Aug/09/2014,Wildcat Ridge Romp,100 KM,2 finishers,"Rockaway, NJ"
14523,Aug/09/2014,Standhope,60 KM,59 finishers,"Ketchum, ID"
14524,Aug/08/2014,Resurrection Pass,100 Miles,9 finishers,"Cooper Landing, AK"
14525,Aug/08/2014,Resurrection Pass,50 Miles,40 finishers,"Cooper Landing, AK"
14526,Aug/08/2014,Dirty Girls' Trail Race,48 Hours,15 finishers,"Mansfield, ON"
14527,Aug/08/2014,Dirty Girls' Trail Race,24 Hours,23 finishers,"Mansfield, ON"
14528,Aug/08/2014,Dirty Girls' Trail Race,12 Hours,22 finishers,"Mansfield, ON"
14529,Aug/04/2014,Six Days in the Dome,24 Hours,20 finishers,"Anchorage, AK"
14530,Aug/04/2014,Six Days in the Dome,48 Hours,10 finishers,"Anchorage, AK"
14531,Aug/04/2014,Six Days in the Dome,144 Hours,40 finishers,"Anchorage, AK"
14532,Aug/03/2014,Power of Four,50 KM,52 finishers,"Aspen, CO"
14533,Aug/03/2014,Brookvale Ultra Trail Marathon,50 KM,16 finishers,"Prince Edward Island, PE"
14534,Aug/03/2014,Tourne en Rond,6 Hours,3 finishers,"Quebec, ON"
14535,Aug/03/2014,Tourne en Rond,12 Hours,7 finishers,"Quebec, ON"
14536,Aug/03/2014,Hot To Trot,8 Hours,75 finishers,"Lithia Springs, GA"
14537,Aug/03/2014,Skyline 50K,50 KM,175 finishers,"San Leandro, CA"
14538,Aug/02/2014,Kat'cina Mosa 100K Mountain Run,100 KM,51 finishers,"Springville, UT"
14539,Aug/02/2014,Burning River,100 Miles,132 finishers,"Willoughby Hills, OH"
14540,Aug/02/2014,Angeles Crest,100 Miles,92 finishers,"Wrightwood, CA"
14541,Aug/02/2014,Salt Point Trail Run,50 KM,24 finishers,"Jenner, CA"
14542,Aug/02/2014,Moosalamoo Ultra,36 Miles,34 finishers,"Goshen, VT"
14543,Aug/02/2014,San Francisco 50/50,50 Miles,68 finishers,"Rodeo Beach, CA"
14544,Aug/02/2014,San Francisco 50/50,100 Miles,7 finishers,"Rodeo Beach, CA"
14545,Aug/02/2014,Ouray 100 Mile Endurance Run,100 Miles,19 finishers,"Ouray, CO"
14546,Aug/02/2014,On The Rocks Trail Runs,45 KM,15 finishers,"York, PA"
14547,Aug/02/2014,Jarmans Invitational Marathon,30 Miles,33 finishers,"Crozet, VA"
14548,Aug/02/2014,Canadian Death Race,125 KM,115 finishers,"Grande Cache, AB"
14549,Aug/02/2014,Grand Ridge,50 KM,15 finishers,"Issaquah, WA"
14550,Aug/02/2014,Dahlgren Heritage Rail Trail 50K,50 KM,43 finishers,"King George, VA"
14551,Aug/02/2014,Echo Summit Trail Run Challenge,50 Miles,2 finishers,"Twin Bridges, CA"
14552,Jul/26/2014,Wild Idaho,50 Miles,14 finishers,"Garden Valley, ID"
14553,Jul/26/2014,Wild Idaho,50 KM,28 finishers,"Garden Valley, ID"
14554,Jul/26/2014,Grand Mesa Ultras,60 KM,15 finishers,"Grand Mesa, CO"
14555,Jul/26/2014,Grand Mesa Ultras,50 Miles,25 finishers,"Grand Mesa, CO"
14556,Jul/26/2014,Grand Mesa Ultras,100 Miles,14 finishers,"Grand Mesa, CO"
14557,Jul/26/2014,Mattamuskeet Death March,100 KM,12 finishers,"Fairfield, NC"
14558,Jul/26/2014,Montour 24 Endurance Runs,6 Hours,12 finishers,"Danville, PA"
14559,Jul/26/2014,Montour 24 Endurance Runs,12 Hours,11 finishers,"Danville, PA"
14560,Jul/26/2014,Montour 24 Endurance Runs,24 Hours,32 finishers,"Danville, PA"
14561,Jul/26/2014,Baldy Fat Ass Race,50 KM,11 finishers,"Santa Fe, NM"
14562,Jul/26/2014,Siskiyou Out Back,50 KM,187 finishers,"Ashland, OR"
14563,Jul/26/2014,Siskiyou Out Back,50 Miles,87 finishers,"Ashland, OR"
14564,Jul/26/2014,Minnesota Voyageur,50 Miles,204 finishers,"Carlton, MN"
14565,Jul/26/2014,Viaduct Trail,50 Miles,19 finishers,"Lanesboro, PA"
14566,Jul/26/2014,Viaduct Trail,100 Miles,10 finishers,"Lanesboro, PA"
14567,Jul/26/2014,Big Butts,50 KM,52 finishers,"Jackson, MS"
14568,Jul/26/2014,Big Butts,100 KM,3 finishers,"Jackson, MS"
14569,Jul/26/2014,Endless Summer 6-Hour Run,6 Hours,42 finishers,"Annapolis, MD"
14570,Jul/26/2014,BUS Pajama Romp,6 Hours,48 finishers,"Queens, NY"
14571,Jul/26/2014,Allegheny Front Trail Race,50 KM,16 finishers,"Moshannon State Forest, PA"
14572,Jul/26/2014,Mt. Werner Classic,50 KM,90 finishers,"Steamboat Springs, CO"
14573,Jul/26/2014,White River 50,50 Miles,249 finishers,"Crystal Mountain, WA"
14574,Jul/26/2014,Catoctin,50 KM,144 finishers,"Frederick, MD"
14575,Jul/25/2014,24 Hour Around the Lake,12 Hours,59 finishers,"Wakefield, MA"
14576,Jul/25/2014,24 Hour Around the Lake,24 Hours,65 finishers,"Wakefield, MA"
14577,Jul/21/2014,Badwater 135,135 Miles,83 finishers,"Death Valley, CA"
14578,Jul/19/2014,Back On My Feet Lone Ranger,24 Hours,140 finishers,"Philadelphia, PA"
14579,Jul/19/2014,Wakely Dam Ultra,32.6 Miles,67 finishers,"Piseco Lake, NY"
14580,Jul/19/2014,Wild Woman Trail Marathon,50 KM,16 finishers,"Trout Lake, WA"
14581,Jul/19/2014,The March,50 KM,52 finishers,"Raeford, NC"
14582,Jul/19/2014,SPASM Lake Chabot Trail Run,50 KM,28 finishers,"Casto Valley, CA"
14583,Jul/19/2014,Devil's Backbone,50 Miles,23 finishers,"Bozeman, MT"
14584,Jul/19/2014,Tahoe Rim Trail,50 KM,115 finishers,"Carson City, NV"
14585,Jul/19/2014,Tahoe Rim Trail,50 Miles,128 finishers,"Carson City, NV"
14586,Jul/19/2014,Tahoe Rim Trail,100 Miles,157 finishers,"Carson City, NV"
14587,Jul/19/2014,Vermont 100,100 Miles,231 finishers,"West Windsor, VT"
14588,Jul/19/2014,Vermont 100,100 KM,49 finishers,"West Windsor, VT"
14589,Jul/19/2014,Speedgoat,50 KM,293 finishers,"Snowbird Resort, UT"
14590,Jul/19/2014,Antelope Butte Summer Festival,50 KM,5 finishers,"Sheridan, WY"
14591,Jul/19/2014,Cremator Ultra,50 Miles,33 finishers,"Port Royal, SC"
14592,Jul/19/2014,Cremator Ultra,Unknown Miles,8 finishers,"Port Royal, SC"
14593,Jul/19/2014,Capt'n Karl's - Muleshoe Bend,60 KM,59 finishers,"Marble Falls, TX"
14594,Jul/19/2014,Harding Hustle,50 KM,67 finishers,"Modjeska Canyon, CA"
14595,Jul/19/2014,Running with the Devil - NJ,12 Hours,21 finishers,"Vernon, NJ"
14596,Jul/18/2014,Christmas in July Races,24 Hours,47 finishers,"Lisle, IL"
14597,Jul/18/2014,Christmas in July Races,12 Hours,40 finishers,"Lisle, IL"
14598,Jul/18/2014,Christmas in July Races,6 Hours,31 finishers,"Lisle, IL"
14599,Jul/13/2014,DSE Distance Classic,6 Hours,12 finishers,"San Francisco, CA"
14600,Jul/13/2014,El Scorcho,50 KM,97 finishers,"Fort Worth, TX"
14601,Jul/12/2014,Dances with Dirt - Devil's Lake,50 Miles,63 finishers,"Baraboo, WI"
14602,Jul/12/2014,Dances with Dirt - Devil's Lake,50 KM,213 finishers,"Baraboo, WI"
14603,Jul/12/2014,Silver Rush 50,50 Miles,374 finishers,"Leadville, CO"
14604,Jul/12/2014,Pacifica Trail Run,50 KM,19 finishers,"Pacifica, CA"
14605,Jul/12/2014,Buckeye Trail 50K - Summer,50 KM,142 finishers,"Brecksville, OH"
14606,Jul/12/2014,Psycho Psummer Run Toto Run,50 KM,61 finishers,"Kansas City, KS"
14607,Jul/12/2014,Grey Rock Trail Runs,50 KM,18 finishers,"Yakima, WA"
14608,Jul/12/2014,Knee Knackering North Shore Trail Run,30 Miles,192 finishers,"North Vancouver, BC"
14609,Jul/12/2014,Mt. Hood 50,50 Miles,119 finishers,"Timothy Lake, OR"
14610,Jul/12/2014,Full Moon 25k/50k/50m Run,50 KM,109 finishers,"Perryville, AR"
14611,Jul/12/2014,Honey Badger 100,100 Miles,8 finishers,"Kingman, KS"
14612,Jul/12/2014,Cacapon 12 Hour Challenge,12 Hours,69 finishers,"Berkely Springs, WV"
14613,Jul/12/2014,Beaverhead Endurance Runs,55 KM,46 finishers,"Salmon, ID"
14614,Jul/12/2014,Beaverhead Endurance Runs,100 KM,11 finishers,"Salmon, ID"
14615,Jul/12/2014,Skyline Mountain 50,50 Miles,32 finishers,"Eden, UT"
14616,Jul/12/2014,Solemates' CYA 100 and 6/12/24,6 Hours,16 finishers,"Prescott, AZ"
14617,Jul/12/2014,Solemates' CYA 100 and 6/12/24,12 Hours,26 finishers,"Prescott, AZ"
14618,Jul/12/2014,Solemates' CYA 100 and 6/12/24,24 Hours,14 finishers,"Prescott, AZ"
14619,Jul/12/2014,Solemates' CYA 100 and 6/12/24,100 Miles,5 finishers,"Prescott, AZ"
14620,Jul/12/2014,Poker Run 12H Night Run,12 Hours,19 finishers,"Las Vegas, NV"
14621,Jul/12/2014,The North Face Endurance Challenge Ontario,50 KM,84 finishers,"Blue Mountains, ON"
14622,Jul/12/2014,The North Face Endurance Challenge Ontario,50 Miles,78 finishers,"Blue Mountains, ON"
14623,Jul/12/2014,Golden Gate Trail Run (Summer),50 KM,66 finishers,"Rodeo Beach, CA"
14624,Jul/12/2014,McCall Trailrunning Classic,40 Miles,47 finishers,"McCall, ID"
14625,Jul/12/2014,Dirty Burg,50 KM,38 finishers,"Belmont, MI"
14626,Jul/12/2014,Limberlost Challenge,56 KM,56 finishers,"Lake of Bays, ON"
14627,Jul/11/2014,Chase the Moon Endurance Run,12 Hours,75 finishers,"Highlands Ranch, CO"
14628,Jul/11/2014,Sinister 7 Ultra,100 Miles,51 finishers,"Crowsnest Pass, AB"
14629,Jul/11/2014,Hardrock 100 Endurance Run,100 Miles,100 finishers,"Silverton, CO"
14630,Jul/10/2014,Vol State,500 KM,12 finishers,"Dorena Landing, MO"
14631,Jul/10/2014,Vol State,500 KM,31 finishers,"Dorena Landing, MO"
14632,Jul/05/2014,Afton Trail,50 KM,164 finishers,"Hastings, MN"
14633,Jul/05/2014,Moab's Alpine to Slickrock,50 Miles,23 finishers,"Moab, UT"
14634,Jul/05/2014,Moab's Alpine to Slickrock,42 Miles,4 finishers,"Moab, UT"
14635,Jul/05/2014,Finger Lakes 50s,50 KM,99 finishers,"Hector, NY"
14636,Jul/05/2014,Finger Lakes 50s,50 Miles,44 finishers,"Hector, NY"
14637,Jul/05/2014,Creemore Vertical Challenge,50 KM,65 finishers,"Creemore, ON"
14638,Jul/05/2014,"Hotter than Hell, Dusk to Dawn",10 Hours,28 finishers,"New Orleans, LA"
14639,Jul/05/2014,4th of July Ultra,50 KM,5 finishers,"Couer D'Alene, ID"
14640,Jul/05/2014,4th of July Ultra,50 Miles,6 finishers,"Couer D'Alene, ID"
14641,Jul/04/2014,Mountain Challenge Series  # 3 - July,48 Hours,4 finishers,"Silverton, CO"
14642,Jul/04/2014,Mountain Challenge Series  # 3 - July,240 Hours,19 finishers,"Silverton, CO"
14643,Jul/04/2014,Midnight Madness,50 Miles,72 finishers,"Tulsa, OK"
14644,Jul/04/2014,Merrill's Mile,12 Hours,50 finishers,"Dahlonega, GA"
14645,Jul/04/2014,Merrill's Mile,24 Hours,33 finishers,"Dahlonega, GA"
14646,Jul/04/2014,Merrill's Mile,48 Hours,27 finishers,"Dahlonega, GA"
14647,Jun/28/2014,To Bone and Back,40 Miles,6 finishers,"Idaho Falls, ID"
14648,Jun/28/2014,Sluice Box 100,100 Miles,6 finishers,"Fairbanks, AK"
14649,Jun/28/2014,Run Between The Suns,12 Hours,17 finishers,"Franklin, PA"
14650,Jun/28/2014,Taylor Mountain Trail Run,50 KM,32 finishers,"Issaquah, WA"
14651,Jun/28/2014,Happy Jack Endurance Races,100 Miles,4 finishers,"Laramie, WY"
14652,Jun/28/2014,Happy Jack Endurance Races,12 Hours,7 finishers,"Laramie, WY"
14653,Jun/28/2014,Happy Jack Endurance Races,6 Hours,1 finishers,"Laramie, WY"
14654,Jun/28/2014,Happy Jack Endurance Races,24 Hours,7 finishers,"Laramie, WY"
14655,Jun/28/2014,North Fork 50 Mile/50K,50 KM,98 finishers,"Pine, CO"
14656,Jun/28/2014,North Fork 50 Mile/50K,50 Miles,68 finishers,"Pine, CO"
14657,Jun/28/2014,Logan Peak Trail Run,28 Miles,114 finishers,"Logan, UT"
14658,Jun/28/2014,Dawn to Dusk Endurance Run,15.5 Hours,21 finishers,"Green Bay, WI"
14659,Jun/28/2014,Dawn to Dusk Endurance Run,8 Hours,36 finishers,"Green Bay, WI"
14660,Jun/28/2014,Dawn to Dusk Endurance Run,6 Hours,26 finishers,"Green Bay, WI"
14661,Jun/28/2014,Dawg Gone Long Run,50 Miles,23 finishers,"Waynesville, OH"
14662,Jun/28/2014,Dawg Gone Long Run,50 KM,29 finishers,"Waynesville, OH"
14663,Jun/28/2014,Ultimate XC,60 KM,50 finishers,"Mt Tremblant, QC"
14664,Jun/28/2014,Black Hills 100,50 Miles,41 finishers,"Sturgis, SD"
14665,Jun/28/2014,Black Hills 100,100 KM,15 finishers,"Sturgis, SD"
14666,Jun/28/2014,Black Hills 100,100 Miles,32 finishers,"Sturgis, SD"
14667,Jun/28/2014,Tenderfoot Boogie,50 KM,32 finishers,"Squamish, BC"
14668,Jun/28/2014,Tenderfoot Boogie,50 Miles,13 finishers,"Squamish, BC"
14669,Jun/28/2014,Kaniksu 50 & Emory Corwine Memorial Ruck Race,50 Miles,8 finishers,"Frater Lake, WA"
14670,Jun/28/2014,Dusk to Dawn 50 Miler,50 Miles,31 finishers,"Southern Pines, NC"
14671,Jun/28/2014,Catamount Ultra,50 KM,86 finishers,"Stowe, VT"
14672,Jun/28/2014,Hell Hath No Hurry,50 Miles,8 finishers,"Pittsburgh, PA"
14673,Jun/28/2014,Hell Hath No Hurry,50 KM,14 finishers,"Pittsburgh, PA"
14674,Jun/28/2014,Western States,100 Miles,296 finishers,"Olympic Valley, CA"
14675,Jun/22/2014,Burton Creek Trail Run,50 KM,27 finishers,"Tahoe City, CA"
14676,Jun/22/2014,Mont Royal Summit Quest,100 KM,16 finishers,"Montreal, QC"
14677,Jun/22/2014,Mont Royal Summit Quest,50 KM,23 finishers,"Montreal, QC"
14678,Jun/22/2014,Eastern Divide,50 KM,65 finishers,"Pembroke, VA"
14679,Jun/22/2014,Rattlesnake Ridge Run,50 KM,45 finishers,"North Bend, WA"
14680,Jun/21/2014,Angel Fire Endurance Run,50 KM,28 finishers,"Angel Fire, NM"
14681,Jun/21/2014,Angel Fire Endurance Run,50 Miles,10 finishers,"Angel Fire, NM"
14682,Jun/21/2014,Angel Fire Endurance Run,100 Miles,2 finishers,"Angel Fire, NM"
14683,Jun/21/2014,Angel Fire Endurance Run,100 KM,5 finishers,"Angel Fire, NM"
14684,Jun/21/2014,Great New York Running Exposition,100 Miles,33 finishers,"New York, NY"
14685,Jun/21/2014,Great New York Running Exposition,100 KM,22 finishers,"New York, NY"
14686,Jun/21/2014,The Dizzy GOAT,6 Hours,4 finishers,"Gretna, NE"
14687,Jun/21/2014,The Dizzy GOAT,12 Hours,61 finishers,"Gretna, NE"
14688,Jun/21/2014,Trail Rail Run,50 Miles,36 finishers,"St. Regis, MT"
14689,Jun/21/2014,Trail Rail Run,50 KM,18 finishers,"St. Regis, MT"
14690,Jun/21/2014,Manitou's Revenge,54 Miles,68 finishers,"Windham, NY"
14691,Jun/21/2014,River of No Return Endurance Runs,50 KM,104 finishers,"Challis, ID"
14692,Jun/21/2014,River of No Return Endurance Runs,100 KM,60 finishers,"Challis, ID"
14693,Jun/21/2014,Elijah Bristow 24 Hour Run,24 Hours,16 finishers,"Eugene, OR"
14694,Jun/21/2014,Elijah Bristow 24 Hour Run,6 Hours,7 finishers,"Eugene, OR"
14695,Jun/21/2014,Elijah Bristow 24 Hour Run,12 Hours,8 finishers,"Eugene, OR"
14696,Jun/21/2014,San Francisco Summer Solstice,6 Hours,22 finishers,"San Francisco, CA"
14697,Jun/21/2014,San Francisco Summer Solstice,12 Hours,18 finishers,"San Francisco, CA"
14698,Jun/21/2014,San Francisco Summer Solstice,24 Hours,46 finishers,"San Francisco, CA"
14699,Jun/21/2014,Mary's Peak Trail Run,50 KM,44 finishers,"Blodgett, OR"
14700,Jun/21/2014,Rachel Carson Trail Challenge,34 Miles,475 finishers,"Pittsburgh, PA"
14701,Jun/21/2014,BUTS Race Against The Sun,36 Miles,4 finishers,"Ruffner Mountain Park, AL"
14702,Jun/21/2014,Old Gabe,50 KM,22 finishers,"Bozeman, MT"
14703,Jun/21/2014,Mason Dixon Longest Day,100 KM,7 finishers,"Havre de Grace, MD"
14704,Jun/21/2014,San Juan Solstice,50 Miles,167 finishers,"Lake City, CO"
14705,Jun/21/2014,Mohican,50 Miles,146 finishers,"Loudonville, OH"
14706,Jun/21/2014,Mohican,100 Miles,108 finishers,"Loudonville, OH"
14707,Jun/21/2014,San Lorenzo River Trail Run,50 KM,37 finishers,"Santa Cruz, CA"
14708,Jun/21/2014,Bad Marsh Night Ultra,50 KM,67 finishers,"Beaufort, SC"
14709,Jun/21/2014,Mason-Dixon Trail Longest Day 100K Challenge,100 KM,7 finishers,"Havre de Grace, MD"
14710,Jun/21/2014,Captn Karls - Pedernales Falls,60 KM,73 finishers,"Johnson City, TX"
14711,Jun/20/2014,Summer Solstice Trail Run,6 Hours,20 finishers,"Abilene, TX"
14712,Jun/20/2014,Without Limits Running Series,24 Hours,27 finishers,"Greenville, SC"
14713,Jun/19/2014,Bighorn,100 Miles,149 finishers,"Dayton, WY"
14714,Jun/19/2014,Bighorn,50 Miles,115 finishers,"Dayton, WY"
14715,Jun/19/2014,Bighorn,50 KM,170 finishers,"Dayton, WY"
14716,Jun/15/2014,Lake Youngs,28.8 Miles,29 finishers,"Renton, WA"
14717,Jun/14/2014,Highlands Sky,40 Miles,160 finishers,"Davis, WV"
14718,Jun/14/2014,Smith Rock Ascent,50 KM,87 finishers,"Terrebonne, OR"
14719,Jun/14/2014,VEGAN POWER,50 KM,49 finishers,"Pittsfiled, MA"
14720,Jun/14/2014,Gunnison 100k Endurance Run,100 KM,9 finishers,"Gunnison, CO"
14721,Jun/14/2014,Mr. Miles 24 Hours of Alaska,24 Hours,10 finishers,"Palmer, AK"
14722,Jun/14/2014,Mr. Miles 24 Hours of Alaska,6 Hours,0 finishers,"Palmer, AK"
14723,Jun/14/2014,Mr. Miles 24 Hours of Alaska,12 Hours,4 finishers,"Palmer, AK"
14724,Jun/14/2014,ESTRIE50,80 KM,9 finishers,"Kingsbury, QC"
14725,Jun/14/2014,Stone Bay,50 KM,22 finishers,"Sneads Ferry, NC"
14726,Jun/14/2014,OSS/CIA,50 Miles,37 finishers,"Triangle, VA"
14727,Jun/14/2014,Laurel Highlands,70.5 Miles,104 finishers,"Ohiopyle, PA"
14728,Jun/14/2014,Rodeo Valley Trail Run,50 KM,51 finishers,"Sausalito, CA"
14729,Jun/14/2014,Bryce Canyon 100,100 Miles,89 finishers,"Bryce Canyon, UT"
14730,Jun/14/2014,Bryce Canyon 100,50 Miles,135 finishers,"Bryce Canyon, UT"
14731,Jun/14/2014,Bryce Canyon 100,50 KM,93 finishers,"Bryce Canyon, UT"
